Year,Zip_Code,Number_of_Asthma_ED_Visits,Age_Adjusted_Rate_of_Asthma_ED_V,Age_Group,county
2015,95054,49,28.3,18+,Santa Clara
2015,95060,84,21.4,18+,Santa Cruz
2015,95062,67,25.4,18+,Santa Cruz
2015,95065,14,50.8,18+,Santa Cruz
2015,95066,12,9.6,18+,Santa Cruz
2015,95070,20,6.7,18+,Santa Clara
2015,95073,24,27.3,18+,Santa Cruz
2015,95076,224,39.7,18+,Santa Cruz
2015,95110,63,38.1,18+,Santa Clara
2015,95111,239,62.4,18+,Santa Clara
2015,95112,291,68.2,18+,Santa Clara
2015,95116,338,91.1,18+,Santa Clara
2015,95117,65,28.1,18+,Santa Clara
2015,95118,76,31,18+,Santa Clara
2015,95119,28,43,18+,Santa Clara
2015,95120,47,19.6,18+,Santa Clara
2015,95121,108,36.6,18+,Santa Clara
2015,95122,232,56.5,18+,Santa Clara
2015,95123,221,47,18+,Santa Clara
2015,95124,94,25.6,18+,Santa Clara
2015,95125,139,35.6,18+,Santa Clara
2015,95126,100,38.2,18+,Santa Clara
2015,95127,188,42.1,18+,Santa Clara
2015,95128,105,37.3,18+,Santa Clara
2015,95129,45,15.6,18+,Santa Clara
2015,95130,26,22.7,18+,Santa Clara
2015,95131,43,20.3,18+,Santa Clara
2015,95132,95,27.1,18+,Santa Clara
2015,95133,74,34.9,18+,Santa Clara
2015,95134,25,19.2,18+,Santa Clara
2015,95135,40,20.1,18+,Santa Clara
2015,95136,113,34.6,18+,Santa Clara
2015,95138,42,24.5,18+,Santa Clara
2015,95148,139,41.8,18+,Santa Clara
2015,95202,119,267.5,18+,San Joaquin
2015,95203,127,103.8,18+,San Joaquin
2015,95204,115,58.5,18+,San Joaquin
2015,95205,215,84,18+,San Joaquin
2015,95206,306,67.7,18+,San Joaquin
2015,95207,252,74.1,18+,San Joaquin
2015,95209,128,40,18+,San Joaquin
2015,95210,168,63.3,18+,San Joaquin
2015,95212,53,26.1,18+,San Joaquin
2015,95215,73,46.6,18+,San Joaquin
2015,95219,54,26.5,18+,San Joaquin
2015,95220,15,22.4,18+,San Joaquin
2015,95231,16,51.7,18+,San Joaquin
2015,95240,150,43.5,18+,San Joaquin
2015,95242,35,19.2,18+,San Joaquin
2015,95249,28,126,18+,Calaveras
2015,95252,50,44.2,18+,Calaveras
2015,95258,22,82.6,18+,San Joaquin
2015,95301,123,46.3,18+,Merced
2015,95304,37,30.9,18+,San Joaquin
2015,95307,127,41.2,18+,Stanislaus
2015,95315,43,49.1,18+,Merced
2015,95316,18,38.9,18+,Stanislaus
2015,95320,37,43.1,18+,San Joaquin
2015,95322,45,60.6,18+,Merced
2015,95324,13,23.3,18+,Merced
2015,95326,19,22.9,18+,Stanislaus
2015,95327,41,61.5,18+,Tuolumne
2015,95328,18,49.6,18+,Stanislaus
2015,95330,92,67.3,18+,San Joaquin
2015,95334,30,29.3,18+,Merced
2015,95336,254,77.5,18+,San Joaquin
2015,95337,155,60.9,18+,San Joaquin
2015,95338,53,72.8,18+,Mariposa
2015,95340,286,112.7,18+,Merced
2015,95341,143,67.5,18+,Merced
2015,95348,157,71,18+,Merced
2015,95350,290,79.7,18+,Stanislaus
2015,95351,298,95.8,18+,Stanislaus
2015,95354,159,86,18+,Stanislaus
2015,95355,196,45.6,18+,Stanislaus
2015,95356,90,36.1,18+,Stanislaus
2015,95357,39,40.2,18+,Stanislaus
2015,95358,148,68.1,18+,Stanislaus
2015,95360,33,41,18+,Stanislaus
2015,95361,106,42.6,18+,Stanislaus
2015,95363,43,25.9,18+,Stanislaus
2015,95365,16,45,18+,Merced
2015,95366,35,26.2,18+,San Joaquin
2015,95367,85,45.9,18+,Stanislaus
2015,95368,29,26.5,18+,Stanislaus
2015,95370,110,57.1,18+,Tuolumne
2015,95376,331,87.8,18+,San Joaquin
2015,95377,73,40.4,18+,San Joaquin
2015,95380,170,58.3,18+,Stanislaus
2015,95382,92,33.5,18+,Stanislaus
2015,95386,29,46,18+,Stanislaus
2015,95388,45,50.7,18+,Merced
2015,95391,21,28.1,18+,San Joaquin
2015,95401,105,37.9,18+,Sonoma
2015,95403,128,35.9,18+,Sonoma
2015,95404,91,26.1,18+,Sonoma
2015,95405,82,44.2,18+,Sonoma
2015,95407,127,47.4,18+,Sonoma
2015,95409,54,25,18+,Sonoma
2015,95422,150,116.1,18+,Lake
2015,95423,15,68.9,18+,Lake
2015,95425,20,21.9,18+,Sonoma
2015,95436,20,52.8,18+,Sonoma
2015,95437,69,56.8,18+,Mendocino
2015,95446,30,84.4,18+,Sonoma
2015,95448,45,34.1,18+,Sonoma
2015,95451,38,45.6,18+,Lake
2015,95453,45,58,18+,Lake
2015,95457,27,136,18+,Lake
2015,95458,20,87.3,18+,Lake
2015,95464,16,78.4,18+,Lake
2015,95467,18,41.3,18+,Lake
2015,95470,18,38.4,18+,Mendocino
2015,95472,54,22.4,18+,Sonoma
2015,95476,60,20.1,18+,Sonoma
2015,95482,125,54.3,18+,Mendocino
2015,95490,67,68,18+,Mendocino
2015,95492,82,38.7,18+,Sonoma
2015,95501,172,87.3,18+,Humboldt
2015,95503,92,54.3,18+,Humboldt
2015,95519,78,56.1,18+,Humboldt
2015,95521,71,47.2,18+,Humboldt
2015,95531,85,47.3,18+,Del Norte
2015,95540,84,82.3,18+,Humboldt
2015,95562,12,64.5,18+,Humboldt
2015,95602,74,75.3,18+,Placer
2015,95603,72,36.3,18+,Placer
2015,95605,84,84.1,18+,Yolo
2015,95608,342,77.2,18+,Sacramento
2015,95610,188,57,18+,Sacramento
2015,95616,66,17,18+,Yolo
2015,95618,33,18.4,18+,Yolo
2015,95620,68,41.5,18+,Solano
2015,95621,151,45.5,18+,Sacramento
2015,95624,156,35.3,18+,Sacramento
2015,95626,29,60.7,18+,Sacramento
2015,95628,94,31.2,18+,Sacramento
2015,95630,98,17.7,18+,Sacramento
2015,95632,93,41.6,18+,Sacramento
2015,95640,26,27.3,18+,Amador
2015,95642,41,82.2,18+,Amador
2015,95648,91,23.8,18+,Placer
2015,95650,23,21,18+,Placer
2015,95655,14,36.3,18+,Sacramento
2015,95660,299,129.5,18+,Sacramento
2015,95661,81,32.9,18+,Placer
2015,95662,125,49.1,18+,Sacramento
2015,95665,19,43.9,18+,Amador
2015,95666,19,34.9,18+,Amador
2015,95667,107,31.2,18+,El Dorado
2015,95670,205,53.2,18+,Sacramento
2015,95673,54,42.5,18+,Sacramento
2015,95677,53,30.1,18+,Placer
2015,95678,97,31.1,18+,Placer
2015,95682,69,33.6,18+,El Dorado
2015,95683,12,33.2,18+,Sacramento
2015,95685,29,81.6,18+,Amador
2015,95687,283,54,18+,Solano
2015,95688,127,48.1,18+,Solano
2015,95691,130,50.1,18+,Yolo
2015,95694,20,28.1,18+,Yolo
2015,95695,120,42.3,18+,Yolo
2015,95713,33,54.7,18+,Placer
2015,95726,31,56.3,18+,El Dorado
2015,95742,22,46.3,18+,Sacramento
2015,95746,33,26.1,18+,Placer
2015,95747,119,26.8,18+,Placer
2015,95757,117,38.3,18+,Sacramento
2015,95758,185,41.6,18+,Sacramento
2015,95762,32,13.8,18+,El Dorado
2015,95765,50,19.2,18+,Placer
2015,95776,69,46.1,18+,Yolo
2015,95811,102,176.1,18+,Sacramento
2015,95814,62,71.5,18+,Sacramento
2015,95815,260,142.9,18+,Sacramento
2015,95816,57,51.4,18+,Sacramento
2015,95817,84,75.5,18+,Sacramento
2015,95818,62,37.6,18+,Sacramento
2015,95819,15,10.1,18+,Sacramento
2015,95820,212,79.7,18+,Sacramento
2015,95821,269,107.9,18+,Sacramento
2015,95822,231,72.3,18+,Sacramento
2015,95823,597,118.4,18+,Sacramento
2015,95824,196,95,18+,Sacramento
2015,95825,248,103.8,18+,Sacramento
2015,95826,199,73,18+,Sacramento
2015,95827,76,50.1,18+,Sacramento
2015,95828,315,72.2,18+,Sacramento
2015,95829,83,40.4,18+,Sacramento
2015,95831,103,33.4,18+,Sacramento
2015,95832,105,137.9,18+,Sacramento
2015,95833,173,57.5,18+,Sacramento
2015,95834,117,54,18+,Sacramento
2015,95835,103,49.9,18+,Sacramento
2015,95838,320,121.3,18+,Sacramento
2015,95841,128,88.8,18+,Sacramento
2015,95842,191,78.5,18+,Sacramento
2015,95843,126,36.8,18+,Sacramento
2015,95864,59,35.8,18+,Sacramento
2015,95901,135,58.5,18+,Yuba
2015,95917,15,66.2,18+,Butte
2015,95926,143,52.4,18+,Butte
2015,95928,104,37.6,18+,Butte
2015,95932,23,43.7,18+,Colusa
2015,95945,120,67.5,18+,Nevada
2015,95946,17,59.6,18+,Nevada
2015,95948,54,71,18+,Butte
2015,95949,31,22.1,18+,Nevada
2015,95953,25,29.7,18+,Sutter
2015,95954,41,45.9,18+,Butte
2015,95959,45,45,18+,Nevada
2015,95961,59,32.3,18+,Yuba
2015,95963,36,31.6,18+,Glenn
2015,95965,70,48.2,18+,Butte
2015,95966,100,45.9,18+,Butte
2015,95969,76,40,18+,Butte
2015,95971,21,31.7,18+,Plumas
2015,95973,98,38.1,18+,Butte
2015,95987,16,32.8,18+,Colusa
2015,95988,40,63.5,18+,Glenn
2015,95991,127,42.4,18+,Sutter
2015,95993,50,17.5,18+,Sutter
2015,96001,151,59.8,18+,Shasta
2015,96002,159,64.7,18+,Shasta
2015,96003,153,44,18+,Shasta
2015,96007,76,46.1,18+,Shasta
2015,96013,12,30.8,18+,Shasta
2015,96019,48,63.4,18+,Shasta
2015,96020,14,79.8,18+,Plumas
2015,96021,62,49.7,18+,Tehama
2015,96022,26,25.9,18+,Shasta
2015,96035,12,50.1,18+,Tehama
2015,96064,12,42.6,18+,Siskiyou
2015,96067,15,24.1,18+,Siskiyou
2015,96080,106,49.5,18+,Tehama
2015,96088,16,33.2,18+,Shasta
2015,96093,19,72.5,18+,Trinity
2015,96094,23,55.9,18+,Siskiyou
2015,96097,51,78.4,18+,Siskiyou
2015,96101,26,64.3,18+,Modoc
2015,96122,30,119.6,18+,Plumas
2015,96130,72,37.6,18+,Lassen
2015,96137,22,121.1,18+,Lassen
2015,96150,69,28.3,18+,El Dorado
2015,96161,40,30.3,18+,Nevada
2015,90001,441,74,All Ages,Los Angeles
2015,90002,476,90.9,All Ages,Los Angeles
2015,90003,725,104.2,All Ages,Los Angeles
2015,90004,267,47.6,All Ages,Los Angeles
2015,90005,120,21,All Ages,Los Angeles
2015,90006,281,48,All Ages,Los Angeles
2015,90007,176,53.4,All Ages,Los Angeles
2015,90008,342,112.7,All Ages,Los Angeles
2015,90011,663,62.1,All Ages,Los Angeles
2015,90012,62,24.3,All Ages,Los Angeles
2015,90013,124,91.5,All Ages,Los Angeles
2015,90014,78,80.5,All Ages,Los Angeles
2015,90015,133,74.2,All Ages,Los Angeles
2015,90016,385,82.9,All Ages,Los Angeles
2015,90017,210,87,All Ages,Los Angeles
2015,90018,366,67.6,All Ages,Los Angeles
2015,90019,355,54.8,All Ages,Los Angeles
2015,90020,102,60,All Ages,Los Angeles
2015,90021,48,121.8,All Ages,Los Angeles
2015,90022,473,69.8,All Ages,Los Angeles
2015,90023,350,77.1,All Ages,Los Angeles
2015,90024,61,20.9,All Ages,Los Angeles
2015,90025,72,18.9,All Ages,Los Angeles
2015,90026,292,46.8,All Ages,Los Angeles
2015,90027,155,36.4,All Ages,Los Angeles
2015,90028,160,65.6,All Ages,Los Angeles
2015,90029,229,59.5,All Ages,Los Angeles
2015,90031,190,48.9,All Ages,Los Angeles
2015,90032,242,54.3,All Ages,Los Angeles
2015,90033,346,69,All Ages,Los Angeles
2015,90034,183,35.6,All Ages,Los Angeles
2015,90035,82,30.1,All Ages,Los Angeles
2015,90036,94,27,All Ages,Los Angeles
2015,90037,558,86.4,All Ages,Los Angeles
2015,90038,119,43.9,All Ages,Los Angeles
2015,90039,107,37.4,All Ages,Los Angeles
2015,90040,69,52,All Ages,Los Angeles
2015,90041,82,30.6,All Ages,Los Angeles
2015,90042,296,48.7,All Ages,Los Angeles
2015,90043,491,112.9,All Ages,Los Angeles
2015,90044,973,101.7,All Ages,Los Angeles
2015,90045,90,25.5,All Ages,Los Angeles
2015,90046,106,26.5,All Ages,Los Angeles
2015,90047,600,118.7,All Ages,Los Angeles
2015,90048,45,22.6,All Ages,Los Angeles
2015,90049,46,13.5,All Ages,Los Angeles
2015,90056,42,73.9,All Ages,Los Angeles
2015,90057,250,60.1,All Ages,Los Angeles
2015,90058,39,92.8,All Ages,Los Angeles
2015,90059,463,104.2,All Ages,Los Angeles
2015,90061,289,102.7,All Ages,Los Angeles
2015,90062,386,120.5,All Ages,Los Angeles
2015,90063,296,50.7,All Ages,Los Angeles
2015,90064,55,21.4,All Ages,Los Angeles
2015,90065,242,52,All Ages,Los Angeles
2015,90066,177,34.7,All Ages,Los Angeles
2015,90068,35,16.2,All Ages,Los Angeles
2015,90069,30,11.3,All Ages,Los Angeles
2015,90094,13,24.9,All Ages,Los Angeles
2015,90201,508,49.5,All Ages,Los Angeles
2015,90210,28,13.9,All Ages,Los Angeles
2015,90211,27,34.6,All Ages,Los Angeles
2015,90212,28,21.1,All Ages,Los Angeles
2015,90220,585,114.8,All Ages,Los Angeles
2015,90221,473,82.3,All Ages,Los Angeles
2015,90222,330,100.9,All Ages,Los Angeles
2015,90230,124,39.3,All Ages,Los Angeles
2015,90232,52,36.2,All Ages,Los Angeles
2015,90240,77,28,All Ages,Los Angeles
2015,90241,193,47.3,All Ages,Los Angeles
2015,90242,222,47.9,All Ages,Los Angeles
2015,90245,32,24,All Ages,Los Angeles
2015,90247,348,74.5,All Ages,Los Angeles
2015,90248,50,50.8,All Ages,Los Angeles
2015,90249,194,72.1,All Ages,Los Angeles
2015,90250,636,64.6,All Ages,Los Angeles
2015,90254,20,9.4,All Ages,Los Angeles
2015,90255,395,52.9,All Ages,Los Angeles
2015,90260,188,53.5,All Ages,Los Angeles
2015,90262,399,55.6,All Ages,Los Angeles
2015,90265,20,10.3,All Ages,Los Angeles
2015,90266,38,11.3,All Ages,Los Angeles
2015,90270,142,52.8,All Ages,Los Angeles
2015,90272,29,12.5,All Ages,Los Angeles
2015,90274,27,6.9,All Ages,Los Angeles
2015,90275,28,12.6,All Ages,Los Angeles
2015,90277,58,18.1,All Ages,Los Angeles
2015,90278,88,22.9,All Ages,Los Angeles
2015,90280,417,43.2,All Ages,Los Angeles
2015,90291,81,28.7,All Ages,Los Angeles
2015,90292,36,18.9,All Ages,Los Angeles
2015,90293,27,26.2,All Ages,Los Angeles
2015,90301,356,90.2,All Ages,Los Angeles
2015,90302,252,82.4,All Ages,Los Angeles
2015,90303,220,88.5,All Ages,Los Angeles
2015,90304,153,50.4,All Ages,Los Angeles
2015,90305,111,103,All Ages,Los Angeles
2015,90401,36,60.5,All Ages,Los Angeles
2015,90402,13,13.6,All Ages,Los Angeles
2015,90403,47,18.2,All Ages,Los Angeles
2015,90404,111,51.8,All Ages,Los Angeles
2015,90405,56,23.6,All Ages,Los Angeles
2015,90501,210,50,All Ages,Los Angeles
2015,90502,77,45.6,All Ages,Los Angeles
2015,90503,99,23.9,All Ages,Los Angeles
2015,90504,103,34.9,All Ages,Los Angeles
2015,90505,82,24.2,All Ages,Los Angeles
2015,90601,156,60.5,All Ages,Los Angeles
2015,90602,183,72.7,All Ages,Los Angeles
2015,90603,93,45,All Ages,Los Angeles
2015,90604,202,49.3,All Ages,Los Angeles
2015,90605,213,53.1,All Ages,Los Angeles
2015,90606,160,50.2,All Ages,Los Angeles
2015,90620,207,47.3,All Ages,Orange
2015,90621,192,57.6,All Ages,Orange
2015,90623,39,29.1,All Ages,Orange
2015,90630,141,31.6,All Ages,Orange
2015,90631,305,43.8,All Ages,Orange
2015,90638,180,38.3,All Ages,Los Angeles
2015,90640,295,47.8,All Ages,Los Angeles
2015,90650,579,54.3,All Ages,Los Angeles
2015,90660,336,54,All Ages,Los Angeles
2015,90670,78,53.8,All Ages,Los Angeles
2015,90680,137,47.9,All Ages,Orange
2015,90701,47,29.9,All Ages,Los Angeles
2015,90703,152,38.6,All Ages,Los Angeles
2015,90704,12,27.6,All Ages,Los Angeles
2015,90706,407,52.3,All Ages,Los Angeles
2015,90710,128,48.5,All Ages,Los Angeles
2015,90712,374,134.7,All Ages,Los Angeles
2015,90713,80,28.9,All Ages,Los Angeles
2015,90715,103,49,All Ages,Los Angeles
2015,90716,89,60.3,All Ages,Los Angeles
2015,90717,105,50.9,All Ages,Los Angeles
2015,90720,48,23.2,All Ages,Orange
2015,90723,302,53.8,All Ages,Los Angeles
2015,90731,552,91.6,All Ages,Los Angeles
2015,90732,64,39.3,All Ages,Los Angeles
2015,90740,43,23.6,All Ages,Orange
2015,90744,388,67.9,All Ages,Los Angeles
2015,90745,273,50.5,All Ages,Los Angeles
2015,90746,177,81,All Ages,Los Angeles
2015,90755,45,41,All Ages,Los Angeles
2015,90802,294,71.2,All Ages,Los Angeles
2015,90803,44,15.3,All Ages,Los Angeles
2015,90804,318,81.6,All Ages,Los Angeles
2015,90805,823,84.3,All Ages,Los Angeles
2015,90806,415,98.9,All Ages,Los Angeles
2015,90807,112,37.3,All Ages,Los Angeles
2015,90808,109,30.4,All Ages,Los Angeles
2015,90810,255,70.2,All Ages,Los Angeles
2015,90813,775,131.6,All Ages,Los Angeles
2015,90814,66,44.9,All Ages,Los Angeles
2015,90815,82,20.7,All Ages,Los Angeles
2015,91001,128,37,All Ages,Los Angeles
2015,91006,69,23.5,All Ages,Los Angeles
2015,91007,58,20.1,All Ages,Los Angeles
2015,91010,119,46.1,All Ages,Los Angeles
2015,91011,24,14.4,All Ages,Los Angeles
2015,91016,160,41.8,All Ages,Los Angeles
2015,91020,18,24,All Ages,Los Angeles
2015,91024,23,20.9,All Ages,Los Angeles
2015,91030,49,21.3,All Ages,Los Angeles
2015,91040,78,40.6,All Ages,Los Angeles
2015,91042,68,26.5,All Ages,Los Angeles
2015,91101,41,26.2,All Ages,Los Angeles
2015,91103,152,54.8,All Ages,Los Angeles
2015,91104,117,32.3,All Ages,Los Angeles
2015,91105,24,19.7,All Ages,Los Angeles
2015,91106,49,21.6,All Ages,Los Angeles
2015,91107,79,25.2,All Ages,Los Angeles
2015,91201,63,30.9,All Ages,Los Angeles
2015,91202,61,24.5,All Ages,Los Angeles
2015,91203,62,42.2,All Ages,Los Angeles
2015,91204,111,69.5,All Ages,Los Angeles
2015,91205,167,44.9,All Ages,Los Angeles
2015,91206,119,36,All Ages,Los Angeles
2015,91207,21,26.7,All Ages,Los Angeles
2015,91208,26,20,All Ages,Los Angeles
2015,91214,91,36.3,All Ages,Los Angeles
2015,91301,42,17.5,All Ages,Los Angeles
2015,91302,41,15.6,All Ages,Los Angeles
2015,91303,217,75.9,All Ages,Los Angeles
2015,91304,279,57.1,All Ages,Los Angeles
2015,91306,302,68,All Ages,Los Angeles
2015,91307,113,46.6,All Ages,Los Angeles
2015,91311,124,39.7,All Ages,Los Angeles
2015,91316,142,54.5,All Ages,Los Angeles
2015,91320,79,18.8,All Ages,Ventura
2015,91321,165,46.9,All Ages,Los Angeles
2015,91324,162,63.8,All Ages,Los Angeles
2015,91325,162,55.8,All Ages,Los Angeles
2015,91326,70,22.7,All Ages,Los Angeles
2015,91331,766,72.3,All Ages,Los Angeles
2015,91335,508,68.4,All Ages,Los Angeles
2015,91340,258,69.8,All Ages,Los Angeles
2015,91342,499,53.9,All Ages,Los Angeles
2015,91343,459,75.1,All Ages,Los Angeles
2015,91344,201,42.3,All Ages,Los Angeles
2015,91345,92,50.8,All Ages,Los Angeles
2015,91350,101,26.7,All Ages,Los Angeles
2015,91351,145,50.8,All Ages,Los Angeles
2015,91352,318,65.3,All Ages,Los Angeles
2015,91354,64,18.6,All Ages,Los Angeles
2015,91355,91,27.4,All Ages,Los Angeles
2015,91356,135,47.3,All Ages,Los Angeles
2015,91360,88,21.4,All Ages,Ventura
2015,91361,20,10.3,All Ages,Ventura
2015,91362,89,27.4,All Ages,Ventura
2015,91364,68,27.7,All Ages,Los Angeles
2015,91367,139,32.5,All Ages,Los Angeles
2015,91381,35,17.6,All Ages,Los Angeles
2015,91384,68,29.9,All Ages,Los Angeles
2015,91387,214,48.3,All Ages,Los Angeles
2015,91390,27,15.2,All Ages,Los Angeles
2015,91401,207,51.5,All Ages,Los Angeles
2015,91402,609,82.6,All Ages,Los Angeles
2015,91403,79,43.3,All Ages,Los Angeles
2015,91405,401,79.6,All Ages,Los Angeles
2015,91406,321,58.9,All Ages,Los Angeles
2015,91411,164,64.4,All Ages,Los Angeles
2015,91423,83,29.4,All Ages,Los Angeles
2015,91436,34,22.1,All Ages,Los Angeles
2015,91501,67,30.5,All Ages,Los Angeles
2015,91502,42,42.4,All Ages,Los Angeles
2015,91504,83,34.7,All Ages,Los Angeles
2015,91505,101,34.8,All Ages,Los Angeles
2015,91506,57,33.7,All Ages,Los Angeles
2015,91601,190,50.9,All Ages,Los Angeles
2015,91602,41,28.9,All Ages,Los Angeles
2015,91604,51,18.1,All Ages,Los Angeles
2015,91605,401,72.7,All Ages,Los Angeles
2015,91606,270,63,All Ages,Los Angeles
2015,91607,135,48.9,All Ages,Los Angeles
2015,91701,124,34.8,All Ages,San Bernardino
2015,91702,338,54.2,All Ages,Los Angeles
2015,91706,408,53.2,All Ages,Los Angeles
2015,91708,29,46,All Ages,San Bernardino
2015,91709,186,26.1,All Ages,San Bernardino
2015,91710,320,41.1,All Ages,San Bernardino
2015,91711,90,28.1,All Ages,Los Angeles
2015,91722,150,39.8,All Ages,Los Angeles
2015,91723,101,56.3,All Ages,Los Angeles
2015,91724,110,44.6,All Ages,Los Angeles
2015,91730,241,35.9,All Ages,San Bernardino
2015,91731,148,49.6,All Ages,Los Angeles
2015,91732,420,62.7,All Ages,Los Angeles
2015,91733,238,50.9,All Ages,Los Angeles
2015,91737,57,27.2,All Ages,San Bernardino
2015,91739,95,25,All Ages,San Bernardino
2015,91740,113,47.9,All Ages,Los Angeles
2015,91741,75,30.2,All Ages,Los Angeles
2015,91744,544,65.2,All Ages,Los Angeles
2015,91745,202,39.7,All Ages,Los Angeles
2015,91746,128,41.1,All Ages,Los Angeles
2015,91748,103,22.7,All Ages,Los Angeles
2015,91750,94,32,All Ages,Los Angeles
2015,91752,136,44.6,All Ages,Riverside
2015,91754,100,32.3,All Ages,Los Angeles
2015,91755,58,25.3,All Ages,Los Angeles
2015,91761,253,42.5,All Ages,San Bernardino
2015,91762,388,69.3,All Ages,San Bernardino
2015,91763,230,56,All Ages,San Bernardino
2015,91764,300,52.8,All Ages,San Bernardino
2015,91765,91,21.4,All Ages,Los Angeles
2015,91766,481,64.2,All Ages,Los Angeles
2015,91767,384,80.6,All Ages,Los Angeles
2015,91768,237,72.2,All Ages,Los Angeles
2015,91770,208,34.7,All Ages,Los Angeles
2015,91773,132,41.3,All Ages,Los Angeles
2015,91775,51,21.7,All Ages,Los Angeles
2015,91776,116,33.6,All Ages,Los Angeles
2015,91780,68,20.6,All Ages,Los Angeles
2015,91784,53,23.5,All Ages,San Bernardino
2015,91786,301,57.5,All Ages,San Bernardino
2015,91789,79,17.7,All Ages,Los Angeles
2015,91790,216,49.4,All Ages,Los Angeles
2015,91791,121,38.2,All Ages,Los Angeles
2015,91792,120,40.6,All Ages,Los Angeles
2015,91801,184,37.6,All Ages,Los Angeles
2015,91803,87,30.9,All Ages,Los Angeles
2015,91901,37,15.8,All Ages,San Diego
2015,91902,38,24.5,All Ages,San Diego
2015,91910,428,57.2,All Ages,San Diego
2015,91911,502,60.7,All Ages,San Diego
2015,91913,116,24.7,All Ages,San Diego
2015,91915,58,17.9,All Ages,San Diego
2015,91932,174,70,All Ages,San Diego
2015,91935,14,15.5,All Ages,San Diego
2015,91941,98,29.5,All Ages,San Diego
2015,91942,147,44.1,All Ages,San Diego
2015,91945,195,80.9,All Ages,San Diego
2015,91950,472,79.7,All Ages,San Diego
2015,91977,308,51.4,All Ages,San Diego
2015,91978,30,35,All Ages,San Diego
2015,92007,20,19.3,All Ages,San Diego
2015,92008,49,20.3,All Ages,San Diego
2015,92009,45,10,All Ages,San Diego
2015,92010,19,15.2,All Ages,San Diego
2015,92011,30,15.5,All Ages,San Diego
2015,92019,150,30.3,All Ages,San Diego
2015,92020,358,59.7,All Ages,San Diego
2015,92021,326,67.7,All Ages,San Diego
2015,92024,76,17.9,All Ages,San Diego
2015,92025,196,39.6,All Ages,San Diego
2015,92026,150,28.1,All Ages,San Diego
2015,92027,186,34.1,All Ages,San Diego
2015,92028,96,21.7,All Ages,San Diego
2015,92029,22,11.8,All Ages,San Diego
2015,92037,46,11.1,All Ages,San Diego
2015,92040,136,33.7,All Ages,San Diego
2015,92054,106,29.1,All Ages,San Diego
2015,92056,153,30.5,All Ages,San Diego
2015,92057,116,15.4,All Ages,San Diego
2015,92058,121,61.3,All Ages,San Diego
2015,92061,18,56.1,All Ages,San Diego
2015,92064,80,17.5,All Ages,San Diego
2015,92065,84,23.1,All Ages,San Diego
2015,92069,95,19.3,All Ages,San Diego
2015,92071,183,33.2,All Ages,San Diego
2015,92075,16,15.1,All Ages,San Diego
2015,92078,64,13.5,All Ages,San Diego
2015,92081,93,34.9,All Ages,San Diego
2015,92082,53,29.2,All Ages,San Diego
2015,92083,121,32.3,All Ages,San Diego
2015,92084,152,31,All Ages,San Diego
2015,92101,218,67.5,All Ages,San Diego
2015,92102,318,74.6,All Ages,San Diego
2015,92103,137,54.1,All Ages,San Diego
2015,92104,229,50.3,All Ages,San Diego
2015,92105,469,63.1,All Ages,San Diego
2015,92106,52,29.6,All Ages,San Diego
2015,92107,51,19.6,All Ages,San Diego
2015,92108,61,21.9,All Ages,San Diego
2015,92109,62,17.3,All Ages,San Diego
2015,92110,90,42.7,All Ages,San Diego
2015,92111,202,43.7,All Ages,San Diego
2015,92113,531,99.8,All Ages,San Diego
2015,92114,584,89.3,All Ages,San Diego
2015,92115,337,62.6,All Ages,San Diego
2015,92116,119,40.6,All Ages,San Diego
2015,92117,195,43.2,All Ages,San Diego
2015,92118,47,28.2,All Ages,San Diego
2015,92119,63,30.7,All Ages,San Diego
2015,92120,80,30.4,All Ages,San Diego
2015,92121,12,22.3,All Ages,San Diego
2015,92122,67,23.7,All Ages,San Diego
2015,92123,126,58.8,All Ages,San Diego
2015,92124,65,28.4,All Ages,San Diego
2015,92126,199,34.5,All Ages,San Diego
2015,92127,71,17.1,All Ages,San Diego
2015,92128,83,18.9,All Ages,San Diego
2015,92129,118,24.8,All Ages,San Diego
2015,92130,51,6.8,All Ages,San Diego
2015,92131,62,16.6,All Ages,San Diego
2015,92139,184,52.5,All Ages,San Diego
2015,92154,352,44.2,All Ages,San Diego
2015,92173,171,55.9,All Ages,San Diego
2015,92201,344,53.7,All Ages,Riverside
2015,92203,81,28.8,All Ages,Riverside
2015,92211,46,37,All Ages,Riverside
2015,92220,200,72.3,All Ages,Riverside
2015,92223,233,45.9,All Ages,Riverside
2015,92225,146,63.2,All Ages,Riverside
2015,92227,327,116.2,All Ages,Imperial
2015,92230,17,54.6,All Ages,Riverside
2015,92231,219,53.1,All Ages,Imperial
2015,92233,53,98.1,All Ages,Imperial
2015,92234,187,39.2,All Ages,Riverside
2015,92236,268,64.4,All Ages,Riverside
2015,92240,235,65.9,All Ages,Riverside
2015,92241,25,31.5,All Ages,Riverside
2015,92243,465,90.1,All Ages,Imperial
2015,92249,41,51.5,All Ages,Imperial
2015,92250,47,64.5,All Ages,Imperial
2015,92251,149,75.1,All Ages,Imperial
2015,92252,42,45.9,All Ages,San Bernardino
2015,92253,104,30.9,All Ages,Riverside
2015,92254,42,24.1,All Ages,Riverside
2015,92256,12,48,All Ages,San Bernardino
2015,92257,20,94,All Ages,Imperial
2015,92260,51,23.2,All Ages,Riverside
2015,92262,119,51.6,All Ages,Riverside
